category,recipient,ordered,designation,description,year ordered, year delivered,delivered,comments
missiles,Romania,,GMLRS,Guided rocket,2018,,,Delivery 2020
missiles,Romania,-54,MGM-140A ATACMS,SSM,2018,,,
missiles,Saudi Arabia,500,AIM-120C AMRAAM,BVRAAM,2000,2003-2006,-500,$475 m deal; for F-15 combat aircraft
missiles,Saudi Arabia,1827,BGM-71 TOW,Anti-tank missile,2000,2001-2002,-1827,Part of $416 m deal; BGM-71E TOW-2A version; for National Guard
missiles,Saudi Arabia,105,AGM-65 Maverick,ASM,2001,2002-2003,-105,$21 m deal; 98 AGM-65D and 7 AGM-65G version
missiles,Saudi Arabia,-562,BGM-71 TOW,Anti-tank missile,2001,2002-2003,-562,BGM-71E TOW-2A version
missiles,Saudi Arabia,-75,AIM-9M Sidewinder,AIM-9S,2005,2006,-75,Part of $17 m deal«
missiles,Saudi Arabia,-75,AIM-9M Sidewinder,AIM-9S,2005,2007,-75,Part of $17 m deal
missiles,Saudi Arabia,-14,AIM-120C AMRAAM,BVRAAM,2006,2008,-14,AIM-120C-5 version
missiles,Saudi Arabia,900,JDAM,Guided bomb,2008,2010-2011,-900,
missiles,Saudi Arabia,-150,AIM-9X Sidewinder,SRAAM,2009,2010,-150,
missiles,Saudi Arabia,100,Paveway,Guided bomb,-2009,2010-2011,-100,GBU-10 and GBU-12 Paveway-2 versions
missiles,Saudi Arabia,-2742,BGM-71 TOW,Anti-tank missile,-2010,2011-2013,-2742,$177 m deal; BGM-71E TOW-2A version; for National Guard
missiles,Saudi Arabia,-2592,AGM-114L HELLFIRE,Anti-tank missile,-2011,2013-2014,-2592,AGM-114R version; for AH-64 combat helicopters; for National Guard
missiles,Saudi Arabia,-600,AGM-88 HARM,ARM,-2011,2018-2019,-200,AGM-88B version
missiles,Saudi Arabia,-300,AIM-9X Sidewinder,SRAAM,-2011,2012-2019,-300,AIM-9X Block-2 version
missiles,Saudi Arabia,-3100,Paveway,Guided bomb,-2011,2013-2016,-3100,Incl 1100 GBU-24 Paveway-3 and 2000 Dual Mode Paveway
missiles,Saudi Arabia,600,JDAM,Guided bomb,2012,2016,-600,GBU-31B version
missiles,Saudi Arabia,-400,RGM-84L Harpoon-2,Anti-ship MI/SSM,-2012,2016-2018,-220,AGM-84L version; for F-15SA combat aircraft
missiles,Saudi Arabia,-650,AGM-84H SLAM-ER,ASM,-2013,,,For F-15SA combat aircraft; delivery probably planned 2020-2028
missiles,Saudi Arabia,-500,AIM-120C AMRAAM,BVRAAM,2013,2015-2019,-500,AIM-120C-7 version
missiles,Saudi Arabia,-1300,CBU-97 SFW,Guided bomb,2013,2014-2015,-1300,CBU-105D/B version
missiles,Saudi Arabia,1000,GBU-39 SDB,Guided bomb,-2013,2017-2019,-600,
missiles,Saudi Arabia,-2176,AGM-114L HELLFIRE,Anti-tank missile,2014,2015-2016,-2176,AGM-114R version
missiles,Saudi Arabia,-355,AGM-154 JSOW,Guided bomb,2014,2016-2018,-355,$122 m deal; JSOW-C Block-3 version
missiles,Saudi Arabia,-4941,BGM-71F TOW-2B,Anti-tank missile,-2014,2015-2018,-4941,For National Guard
missiles,Saudi Arabia,-10747,BGM-71 TOW,Anti-tank missile,2014,2015-2018,-10747,BGM-71 TOW-2A and TOW-2A-RF versions; incl 9740 for National Guard
missiles,Saudi Arabia,-320,MIM-104F PAC-3,ABM,2015,2017-2019,-320,For modernized Patriot SAM systems
missiles,Saudi Arabia,-8120,Paveway,Guided bomb,2015,2016-2017,-8120,
missiles,Saudi Arabia,-2645,JDAM,Guided bomb,2016,2018,-2645,"Incl GBU-31, GBU-38, GBU-54 LJDAM and GBU56 LJDAM versions"
missiles,Saudi Arabia,618,AGM-154 JSOW,Guided bomb,2017,2019,-175,$302 m deal; JSOW-C Block-3 version
missiles,Saudi Arabia,-45000,JDAM,Guided bomb,-2017,,,Incl 27000 GBU-38 and 18000 GBU-31 versions
missiles,Saudi Arabia,-100,RIM-116A RAM,SAM,-2017,,,For SeaRam SAM system on MMSC frigates
missiles,Saudi Arabia,-200,RIM-162 ESSM,SAM,-2017,,,For MMSC and Avante-2200 frigates
missiles,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,Delivery planned by 2024
missiles,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,PAC-3 CRI version; delivery planned by 2021
missiles,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,$279 m deal; PAC-3 CRI version; delivery planned by 2023
missiles,Saudi Arabia,-360,THAAD missile,ABM missile,2018,,,
missiles,Saudi Arabia,-59000,Paveway,Guided bomb,-2019,,,Incl 50000 GBU-12 and 9000 GBU-10 version
missiles,Saudi Arabia,,WGU-59 APKWS,ASM,-2019,,,For AH-6i combat helicopters; selected but probably not yet ordered by end-2019
missiles,Singapore,-20,AIM-7M Sparrow,BVRAAM,-2000,2001,20,
missiles,Singapore,-60,AIM-9M Sidewinder,AIM-9S,-2000,2001,60,AIM-9S version
missiles,Singapore,-192,AGM-114K HELLFIRE,Anti-tank missile,-2001,2005,-192,For AH-64D helicopters
missiles,Singapore,100,AIM-120C AMRAAM,BVRAAM,2001,2002-2003,-100,$85-100 m deal; for F-16 and possibly F-5S combat aircraft; stored in USA until 2003 when delivered to Singapore after China and Viet Nam introduced similar AA-12 missiles in 2002/2003
missiles,Singapore,-57,AGM-65 Maverick,ASM,-2003,2005,-57,AGM-65G version
missiles,Singapore,50,AIM-120C AMRAAM,BVRAAM,2004,2006,-50,$25 m deal; AIM-120C-5 version
missiles,Singapore,-100,AIM-120C AMRAAM,BVRAAM,-2006,2009-2010,-100,For F-15SG combat aircraft; AIM-120C-5 version
missiles,Singapore,50,JDAM,Guided bomb,-2006,2009,-50,
missiles,Singapore,-200,AIM-9X Sidewinder,SRAAM,-2007,2009-2012,-200,For F-15 combat aircraft
missiles,Singapore,-84,Paveway,Guided bomb,-2007,2009-2011,-84,Incl 28 GBU-10 and 56 GBU-12 version
missiles,Singapore,-60,AGM-154 JSOW,Guided bomb,-2008,2008-2010,-60,AGM-154A and AGM-154C version; for F-15SG combat aircraft
missiles,Singapore,200,AIM-120C AMRAAM,BVRAAM,-2008,2013-2016,-200,AIM-120C-5 and AIM-120C-7 versions
missiles,Singapore,-168,GMLRS,Guided rocket,-2008,2010-2012,-168,For HIMARS MRL
missiles,Singapore,35,JDAM,Guided bomb,2009,2010,-35,
missiles,Singapore,670,JDAM,Guided bomb,2010,2011-2012,-670,$40 m deal
missiles,Singapore,-124,Paveway,Guided bomb,-2012,2014,-124,Incl 40 GBU-10 Paveway-2 and 84 GBU-12 Paveway-2 versions
missiles,Singapore,100,AIM-120C AMRAAM,BVRAAM,2014,2016-2017,-100,AIM-120C-7 version
missiles,Singapore,20,AIM-9X Sidewinder,SRAAM,2014,2015-2016,-20,AIM-9X Block-2 version
missiles,Singapore,348,GMLRS,Guided rocket,-2014,2015-2016,-348,
missiles,Singapore,917,JDAM,Guided bomb,2015,2016-2017,-917,
missiles,Singapore,,GBU-39 SDB,Guided bomb,2017,,,
missiles,Slovakia,30,AIM-120C AMRAAM,BVRAAM,2018,,,AIM-120C-7 version; for F-16V combat aircraft
missiles,Slovakia,-100,AIM-9X Sidewinder,SRAAM,2018,,,For F-16V combat aircraft
missiles,South Africa,-50,Paveway,Guided bomb,2010,2011-2012,-50,Paveway-2 version; for trials and interim until South African Umbani available
missiles,South Korea,-75,RGM-84 Harpoon,Anti-ship missile,-1994,1998-2004,-75,UGM-84 version; for Type-209 (Chang Bogo) submarines
missiles,South Korea,-200,Mk-46 Mod-5 NEARTIP,ASW torpedo,-1995,1998-2005,-200,For KDX-1 (Kwanggaeto the Great) frigates and for ASROC ASW missiles on KDX-2 frigates
missiles,South Korea,100,AIM-120B AMRAAM,BVRAAM,-2000,2000,100,$29 m deal
missiles,South Korea,-270,BGM-71 TOW,Anti-tank missile,2000,2001-2002,-270,BGM-71E TOW-2A and/or BGM-71F TOW-2B version (possibly incl or only practice TOW-2A missiles)
missiles,South Korea,110,Standard Missile-2MR,SAM,2000,2003-2005,-110,$159 m deal; SM-2 Block-3A version; for KDX-2 destroyers
missiles,South Korea,111,MGM-140B ATACMS,SSM,2001,2004,-111,$81 m deal
missiles,South Korea,-18,RGM-84 Harpoon,Anti-ship missile,-2001,2003,-18,
missiles,South Korea,64,RIM-116A RAM,SAM,2001,2004-2005,-64,For KDX-2 frigates
missiles,South Korea,-3,AGM-65 Maverick,ASM,-2002,2003,-3,
missiles,South Korea,147,AIM-120C AMRAAM,BVRAAM,2002,2005-2006,-147,Part of $110 m deal; for F-15K combat aircraft
missiles,South Korea,-47,AGM-84H SLAM-ER,ASM,-2003,2006-2008,-47,$70 m deal; for F-15K combat aircraft
missiles,South Korea,-14,JDAM,Guided bomb,2003,2006,-14,
missiles,South Korea,105,AIM-9X Sidewinder,SRAAM,2004,2006-2007,-105,Part of $110 m deal; for F-15K combat aircraft
missiles,South Korea,-50,Paveway,Guided bomb,2004,2005,-50,Paveway-2 version
missiles,South Korea,-130,RIM-116A RAM,SAM,-2004,2007-2011,-130,For KDX-3 destroyers and Dodko (LPX) AALS
missiles,South Korea,-159,Standard Missile-2MR,SAM,-2004,2006-2008,-159,SM-2 Block-3A version; for KDX-2 destroyers
missiles,South Korea,26,RGM-84L Harpoon-2,Anti-ship MI/SSM,2006,2007-2008,-26,$38 m deal; incl 20 AGM-84 and 6 UGM-84 version
missiles,South Korea,-30,RIM-116A RAM,SAM,2006,2007,30,$17.4 m deal; RIM-116A Block-1/HAS version
missiles,South Korea,48,Standard Missile-2MR,SAM,2006,2008,-48,$111 m deal; SM-2 Block-3B version; for KDX-3 destroyers
missiles,South Korea,125,AIM-120C AMRAAM,BVRAAM,-2008,2011-2015,-125,AIM-120C-7 version
missiles,South Korea,102,AIM-9X Sidewinder,SRAAM,-2008,2010-2011,-102,Part of $55 m deal; for F-15K combat aircraft
missiles,South Korea,-280,JDAM,Guided bomb,-2008,2010-2011,-280,Part of $200 m deal
missiles,South Korea,64,MIM-104C PAC-2,SAM,2008,2010-2011,-64,South Korean PAC-2 missiles rebuilt to GEM-T version
missiles,South Korea,59,RGM-84L Harpoon-2,Anti-ship MI/SSM,2008,2011,-59,AGM-84L version
missiles,South Korea,-210,Standard Missile-2MR,SAM,2008,2009-2015,-210,$372 m deal; SM-2 Block-3A and SM-2 Block-3B version; for KDX-3 destroyers
missiles,South Korea,35,AGM-65 Maverick,ASM,2009,2011,-35,AGM-65G version
missiles,South Korea,-62,Standard Missile-2MR,SAM,2010,2012,-62,$67 m deal; SM-2 Block-3A and SM-2 Block-3B versions; for KDX-3 destroyers
missiles,South Korea,-150,GBU-28,Guided bomb,2011,2013,-150,KWR80 b ($71 m) deal
missiles,South Korea,150,Paveway,Guided bomb,2011,2013,-150,$71 m deal; GBU-28 Paveway-3 version
missiles,South Korea,-107,Paveway,Guided bomb,-2011,2011,107,$39 m deal; GBU-24 Paveway-3 version
missiles,South Korea,19,Standard Missile-2MR,SAM,2011,2015,-19,SM-2 Block-3B version
missiles,South Korea,-55,AIM-9X Sidewinder,SRAAM,2012,2012-2013,-55,
missiles,South Korea,246,JDAM,Guided bomb,2012,2013,-246,
missiles,South Korea,-18,RGM-84L Harpoon-2,Anti-ship MI/SSM,-2012,2016-2018,-18,UGM-84L Block-2 version
missiles,South Korea,288,AGM-114K HELLFIRE,Anti-tank missile,2013,2016-2017,-288,AGM-114R1 version for AH-64E combat helicopters
missiles,South Korea,-76,AIM-9X Sidewinder,SRAAM,-2013,2016-2017,-76,
missiles,South Korea,210,JDAM,Guided bomb,2013,2014,-210,
missiles,South Korea,-100,AGM-65 Maverick,ASM,2014,2015-2016,-100,$31 m deal
missiles,South Korea,-274,AIM-120C AMRAAM,BVRAAM,-2014,2016-2018,-274,AIM-120C-7 version
missiles,South Korea,361,CBU-97 SFW,Guided bomb,2014,2016,-361,$190 m deal; CBU-105 version
missiles,South Korea,-112,MIM-104C PAC-2,SAM,2014,2016-2017,-112,$160 m deal; South Korean PAC-2 missiles rebuilt to GEM-T version
missiles,South Korea,-72,AIM-9X Sidewinder,SRAAM,-2015,2018,-72,
missiles,South Korea,63,FIM-92 Stinger,Portable SAM,2015,2016-2017,-63,Part of $35 m deal; for AH-64E combat helicopters
missiles,South Korea,-136,MIM-104F PAC-3,ABM,2015,2017-2019,-136,$769 m deal
missiles,South Korea,-17,Standard Missile-2MR,SAM,-2016,,,SM-2MR Block-3B version
missiles,South Korea,290,JDAM,Guided bomb,2017,2018,-290,
missiles,South Korea,60,AIM-9X Sidewinder,SRAAM,2018,,,
missiles,South Korea,-542,GBU-39 SDB,Guided bomb,-2018,2019,-271,
missiles,South Korea,,GMLRS,Guided rocket,2018,,,Delivery by 2020
missiles,South Korea,,Standard Missile-2MR,SAM,-2018,,,For KDX-3 destroyers; selected 2018 but not yet ordered by end-2019
missiles,South Korea,89,AGM-65 Maverick,ASM,-2019,,,
missiles,South Korea,-64,MIM-104F PAC-3,ABM,-2019,,,
missiles,Spain,-200,AIM-120A AMRAAM,BVRAAM,-1996,1999-2000,-200,
missiles,Spain,100,AIM-7P Sparrow,BVRAAM,1997,1999-2000,-100,For F/A-18A combat aircraft
missiles,Spain,100,AIM-120B AMRAAM,BVRAAM,-1998,2000-2001,-100,$52 m deal
missiles,Spain,-80,Standard Missile-2MR,SAM,-1998,2001-2002,-80,Part of $105 m deal; SM-2 Block-3A version; for De Bazan (F-100) frigates
missiles,Spain,44,AGM-65 Maverick,ASM,1999,2001,-44,For AV-8B combat aircraft
missiles,Spain,-100,Paveway,Guided bomb,-1999,2000,-100,Spanish designation BPG-2000 (using CPE-800 bomb produced in Spain as warhead)
missiles,Spain,-100,AIM-120A AMRAAM,BVRAAM,2000,2002-2003,-100,For NASAMS SAM systems from Norway
missiles,Spain,-30,RGM-84 Harpoon,Anti-ship missile,-2000,2001-2004,-30,Incl AGM-84 version
missiles,Spain,31,AIM-120C AMRAAM,BVRAAM,-2002,2004,-31,$21 m deal; for F/A-18 combat aircraft
missiles,Spain,-400,BGM-71F TOW-2B,Anti-tank missile,2002,2003-2004,-400,Part of $52 m deal; TOW-2A/TOW-2B version
missiles,Spain,29,Standard Missile-2MR,SAM,-2002,2006-2007,-29,$29 m deal; SM-2 Block-3A version; for De Bazan (F-100) frigates
missiles,Spain,40,JDAM,Guided bomb,2006,2007,-40,
missiles,Spain,94,RIM-66B Standard-1MR,SAM,-2006,2013,94,EUR26 m deal; SM-1 Block-4B version for Perry (Santa Maria) frigates
missiles,Spain,36,Standard Missile-2MR,SAM,-2007,2009,-36,$63 m deal; SM-2 Block-3B version; for De Bazan (F-100) frigates
missiles,Spain,-1000,BGM-71 TOW,Anti-tank missile,-2009,2009,-1000,
missiles,Spain,,RIM-162 ESSM Block-2,SAM,-2018,,,Incl for F-110 frigates; selected 2018 but probably not yet ordered by end-2019
missiles,Sweden,-400,Paveway,Guided bomb,-2002,2006-2009,-400,GBU-12 Paveway-2 version
missiles,Sweden,-53,AIM-120C AMRAAM,BVRAAM,2004,2005,-53,Part of $53 m deal; AIM-120C-5 version
missiles,Sweden,53,GBU-39 SDB,Guided bomb,-2011,2016,-53,
missiles,Sweden,,MIM-104C PAC-2,SAM,2018,,,MIM-104E GEM-T version; Swedish designation Rb-103a
missiles,Sweden,,MIM-104F PAC-3,ABM,-2018,,,Swedish designation Rb-103b
missiles,Switzerland,-100,AIM-9X Sidewinder,SRAAM,2004,2007-2010,-100,Probably CHF104 m ($80 m) deal (offsets 100%); for F/A-18C combat aircraft
missiles,Switzerland,-150,AIM-120C AMRAAM,BVRAAM,-2013,2016-2017,-150,AIM-120C-7 version
missiles,Taiwan,-1786,BGM-71 TOW,Anti-tank missile,-1997,1999-2001,-1786,Part of $81 m deal (incl 114 launchers); BGM-71E TOW-2A version
missiles,Taiwan,-1299,FIM-92 Stinger,Portable SAM,1997,1998-2001,-1299,Part of $420 m deal; for Avenger SAM systems
missiles,Taiwan,-54,RGM-84 Harpoon,Anti-ship missile,1997,1998-2000,-54,$95 m deal
missiles,Taiwan,728,FIM-92 Stinger,Portable SAM,1998,2000-2001,-728,$180 m deal (incl 61 launchers)
missiles,Taiwan,-90,Mk-46 Mod-5 NEARTIP,ASW torpedo,-1998,2000,-90,
missiles,Taiwan,240,AGM-114K HELLFIRE,Anti-tank missile,1999,2001,-240,$23 m deal; AGM-114K3 version
missiles,Taiwan,41,Mk-46 Mod-5 NEARTIP,ASW torpedo,1999,2001,-41,$8.4 m deal
missiles,Taiwan,58,RGM-84 Harpoon,Anti-ship missile,1999,1999-2000,-58,$101 m deal; AGM-84 version (possibly Block-2 CTS version with land-attack capability); for F-16 combat aircraft
missiles,Taiwan,120,AIM-120C AMRAAM,BVRAAM,2000,2001-2003,-120,$150 m deal; for F-16 combat aircraft; stored in USA until 2003 when delivered to Taiwan after China introduced similar AA-12 missiles in 2002/2003
missiles,Taiwan,302,MIM-72C Chaparral,SAM,2000,2000-2005,-302,Second-hand; MIM-72E/G/J versions
missiles,Taiwan,204,RIM-66B Standard-1MR,SAM,-2000,2001,204,Possibly Second-hand; for Perry (Cheng Kung) frigates
missiles,Taiwan,40,AGM-65 Maverick,ASM,-2001,2003,-40,$18 m deal; AGM-65G version; for F-16 combat aircraft
missiles,Taiwan,-71,RGM-84 Harpoon,Anti-ship missile,2001,2002,71,
missiles,Taiwan,290,BGM-71F TOW-2B,Anti-tank missile,2002,2003-2004,-290,$18 m deal
missiles,Taiwan,360,FGM-148 Javelin,Anti-tank missile,-2002,2005,-360,$51 m deal (incl 40 launchers)
missiles,Taiwan,182,AIM-9M Sidewinder,AIM-9S,2003,2005-2006,-182,$17 m deal; AIM-9M-2 version
missiles,Taiwan,-22,RGM-84L Harpoon-2,Anti-ship MI/SSM,-2003,2005-2006,-22,RGM-84L Block-2 version; for Kidd (Keelung) destroyers
missiles,Taiwan,-148,Standard Missile-2MR,SAM,-2003,2005-2006,-148,SM-2MR Block-3A version; for Kidd (Keelung) destroyers
missiles,Taiwan,-449,AGM-114K HELLFIRE,Anti-tank missile,-2004,2007-2008,-449,Part of $50 m deal; AGM-114M3 version
missiles,Taiwan,-50,Paveway,Guided bomb,2004,2005,-50,
missiles,Taiwan,5,AIM-7M Sparrow,BVRAAM,2005,2007,-5,Part of $280 m deal; for training in USA
missiles,Taiwan,10,AIM-9M Sidewinder,AIM-9S,2005,2006,-10,Part of $280 m deal; for training in USA
missiles,Taiwan,-218,AIM-120C AMRAAM,BVRAAM,-2007,2013-2014,-218,
missiles,Taiwan,-32,RGM-84L Harpoon-2,Anti-ship MI/SSM,-2008,2013-2016,-32,UGM-84L version for Zwaardvis (Hai Lung) submarines; delivery
missiles,Taiwan,60,RGM-84L Harpoon-2,Anti-ship MI/SSM,2008,2010-2012,-60,$90 m deal; AGM-84L Block-2 version; for F-16 combat aircraft
missiles,Taiwan,-144,Standard Missile-2MR,SAM,2008,2010-2012,-144,SM-2 Block-3A version
missiles,Taiwan,-235,AGM-65 Maverick,ASM,2009,2011-2012,-235,AIM-65G2 version
missiles,Taiwan,182,FGM-148 Javelin,Anti-tank missile,2009,2011,-182,$21-29 m deal
missiles,Taiwan,171,FIM-92 Stinger,Portable SAM,2009,2012-2014,-171,$45 m deal; for AH-64E combat helicopters
missiles,Taiwan,-25,FIM-92 Stinger,Portable SAM,2009,2012,-25,$9.9 m deal; Stinger Block-1 version
missiles,Taiwan,264,MIM-104F PAC-3,ABM,2009,2011-2014,-264,Part of $3.2 b deal
missiles,Taiwan,-1000,AGM-114K HELLFIRE,Anti-tank missile,-2010,2012-2014,-1000,AGM-114L version for AH-64E combat helicopters
missiles,Taiwan,-122,MIM-104F PAC-3,ABM,-2010,2015,-122,
missiles,Taiwan,-40,AIM-9X Sidewinder,SRAAM,-2016,2018-2019,-40,
missiles,Taiwan,-56,AGM-154 JSOW,Guided bomb,-2017,,,
missiles,Taiwan,-208,FGM-148 Javelin,Anti-tank missile,2017,,,
missiles,Taiwan,250,FIM-92 Stinger,Portable SAM,-2017,2019,-50,Stinger Block-1-92 version; incl for use on Tuo Jiang corvettes and Guang Hua-4 FAC
missiles,Taiwan,16,Standard Missile-2MR,SAM,2017,2019,-8,
missiles,Taiwan,-460,BGM-71F TOW-2B,Anti-tank missile,2018,,,NTD3.8 b deal; BGM-71F TOW-2B ARF version
missiles,Taiwan,-46,Mk-48 Mod-5 ADCAP,AS/ASW torpedo,2018,,,For Zwaardvis (Hai Lung) submarines
missiles,Taiwan,-1240,BGM-71F TOW-2B,Anti-tank missile,2019,,,NTD7.5 b deal
missiles,Thailand,8,AIM-120C AMRAAM,BVRAAM,-2001,2003,-8,$6.1 m deal; for F-16 combat aircraft; acquired as reaction to Myanmarese order for MiG-29 combat aircraft; stored in USA until 2003 when delivered to Thailand after China and Viet Nam introduced similar AA-12 missiles in 2002/2003
missiles,Thailand,-9,RIM-162 ESSM,SAM,-2013,2015,9,
missiles,Thailand,-50,AIM-120C AMRAAM,BVRAAM,2014,2016-2017,-50,
missiles,Thailand,14,RIM-162 ESSM,SAM,-2015,2017-2018,-14,
missiles,Thailand,-5,Mk-54 MAKO,ASW torpedo,-2016,2018,-5,For DW-3000 frigate
missiles,Thailand,-50,BGM-71F TOW-2B,Anti-tank missile,2017,2018,-50,
missiles,Tunisia,600,MIM-72C Chaparral,SAM,-1998,2002,600,Second-hand; aid; incl 300 MIM-72E version
missiles,Tunisia,-180,BGM-71 TOW,Anti-tank missile,-2005,2006,-180,
missiles,Tunisia,-150,AGM-114K HELLFIRE,Anti-tank missile,2015,2017,-150,For OH-58D combat helicopters
missiles,Tunisia,-82,WGU-59 APKWS,ASM,-2019,,,
missiles,Turkey,750,Mk-46 Mod-5 NEARTIP,ASW torpedo,-1990,1991-2005,-750,"For MEKO-200, Perry and Knox frigates, S-70B and AB-212ASW helicopters and CN-235 ASW aircraft"
missiles,Turkey,-50,RGM-84 Harpoon,Anti-ship missile,-1993,1997-2001,-50,UGM-84 version for Type-209/1400 (Preveze) submarines
missiles,Turkey,-50,RGM-84 Harpoon,Anti-ship missile,-1993,1998-2000,-50,For Kilic FAC
missiles,Turkey,-40,AIM-7P Sparrow,BVRAAM,-1994,1996-2000,-40,For MEKO-200T-2 (Barbaros) frigates; RIM-7P Sea Sparrow (SAM) version
missiles,Turkey,16,RGM-84 Harpoon,Anti-ship missile,1995,2002,-16,$15 m deal; for MEKO-200T-2 (Barbaros) frigate
missiles,Turkey,-400,RIM-66B Standard-1MR,SAM,-1996,1998-2003,-400,Second-hand; probably all aid; for Perry frigates
missiles,Turkey,84,AGM-114K HELLFIRE,Anti-tank missile,1999,2000-2001,-84,$6.7 m deal; AGM-114M version; for anti-ship role; for S-70B helicopters; bought after Norwegian refused to sell Penguin
missiles,Turkey,72,AGM-114K HELLFIRE,Anti-tank missile,2000,2001-2002,-72,For Bell-209/AH-1W helicopters
missiles,Turkey,144,AGM-114K HELLFIRE,Anti-tank missile,2002,2003-2004,-144,For Bell-209/AH-1W helicopters
missiles,Turkey,-175,MIM-23B HAWK,SAM,-2002,2005,-175,Second-hand; aid
missiles,Turkey,398,JDAM,Guided bomb,2005,2007-2009,-398,
missiles,Turkey,-104,AGM-154 JSOW,Guided bomb,2006,2007-2008,-104,$35 m deal; incl 50 AGM-154A-1 and 54 AGM-154C version
missiles,Turkey,50,AGM-84H SLAM-ER,ASM,2006,2011,50,For F-16 combat aircraft
missiles,Turkey,127,AIM-9X Sidewinder,SRAAM,2006,2008,-127,$36 m deal
missiles,Turkey,-100,CBU-97 SFW,Guided bomb,2006,2007-2008,-100,CBU-105 and CBU-103 version
missiles,Turkey,-125,RIM-116A RAM,SAM,-2007,2011-2019,-125,For MilGem (Ada) frigates
missiles,Turkey,-107,AIM-120C AMRAAM,BVRAAM,-2008,2013-2014,-107,Possibly $157 m deal; AIM-120C-7 version
missiles,Turkey,25,RGM-84L Harpoon-2,Anti-ship MI/SSM,2008,2011,25,
missiles,Turkey,100,Mk-54 MAKO,ASW torpedo,2009,2012-2014,-100,$105 m deal
missiles,Turkey,-90,FIM-92 Stinger,Portable SAM,2011,2013,-90,
missiles,Turkey,300,JDAM,Guided bomb,2012,2013,-300,
missiles,Turkey,-145,AIM-120C AMRAAM,BVRAAM,-2014,2016-2019,-145,AIM-120C-7 version
missiles,Turkey,117,AIM-9X Sidewinder,SRAAM,2014,2015-2016,-117,AIM-9X Block-2 version
missiles,Turkey,-1300,JDAM,Guided bomb,2015,2017-2018,-1300,"GBU-38, GBU-54, BLU-109 versions"
missiles,Turkey,-48,AGM-84H SLAM-ER,ASM,-2016,2016-2017,48,
missiles,Turkey,-150,RIM-116A RAM,SAM,-2016,,,For TF-100 (I or MilGem-G) frigates and BPE (Anadolu) AALS
missiles,Turkey,100,JDAM,Guided bomb,2017,2018,-100,
missiles,Turkey,,FGM-148 Javelin,Anti-tank missile,2018,,,
missiles,UAE,-1673,Paveway,Guided bomb,-1998,1999-2004,-1673,Incl GBU-10 and GBU-12 Paveway-2 and GBU-24 Paveway-3
missiles,UAE,24,RGM-84 Harpoon,Anti-ship missile,1998,1998-2001,-24,RGM-84G-4 version for Kortenaer (Abu Dhabi) frigates
missiles,UAE,159,AGM-88 HARM,ARM,2001,2006-2007,-159,For F-16E combat aircraft; AGM-88C version
missiles,UAE,49,AGM-114K HELLFIRE,Anti-tank missile,-2002,2005,-49,AGM-114M3 version; for AH-64D heliciopters
missiles,UAE,240,AGM-114L HELLFIRE,Anti-tank missile,-2002,2005,-240,AGM-114L3 version; for AH-64D heliciopters
missiles,UAE,-1163,AGM-65 Maverick,ASM,-2002,2003-2007,-1163,For F-16E combat aircraft; incl AGM-65G version
missiles,UAE,-267,AIM-9M Sidewinder,AIM-9S,2002,2004-2006,-267,For F-16E combat aircraft
missiles,UAE,-491,AIM-120B AMRAAM,BVRAAM,-2003,2004-2007,-491,For F-16E combat aircraft
missiles,UAE,202,JDAM,Guided bomb,2003,2006,-202,
missiles,UAE,-12,RGM-84 Harpoon,Anti-ship missile,-2003,2005,-12,$40 m deal; AGM-84 version for F-16E combat aircraft
missiles,UAE,-50,Paveway,Guided bomb,2004,2005,-50,Paveway-3 version
